orderID,freight,orderDate,requiredDate,shippedDate,shipName,shipCountry,shipRegion,shipCity,shipPostalCode,shipAddress
10911,38.19,1998-02-26 00:00:00.000,1998-03-26 00:00:00.000,1998-03-05 00:00:00.000,Godos Cocina Típica,41101,Sevilla," 33",NULL,C/ Romero
10912,580.91,1998-02-26 00:00:00.000,1998-03-26 00:00:00.000,1998-03-18 00:00:00.000,Hungry Owl All-Night Grocers,Ireland,Co. Cork,Cork,NULL,8 Johnstown Road
10913,33.05,1998-02-26 00:00:00.000,1998-03-26 00:00:00.000,1998-03-04 00:00:00.000,Queen Cozinha,05487-020,Sao Paulo," 891",SP,Alameda dos Canàrios
10914,21.19,1998-02-27 00:00:00.000,1998-03-27 00:00:00.000,1998-03-02 00:00:00.000,Queen Cozinha,05487-020,Sao Paulo," 891",SP,Alameda dos Canàrios
10915,3.51,1998-02-27 00:00:00.000,1998-03-27 00:00:00.000,1998-03-02 00:00:00.000,Tortuga Restaurante,Mexico,NULL,México D.F.,05033,Avda. Azteca 123
10916,63.77,1998-02-27 00:00:00.000,1998-03-27 00:00:00.000,1998-03-09 00:00:00.000,Rancho grande,Argentina,NULL,Buenos Aires,1010,Av. del Libertador 900
10917,8.29,1998-03-02 00:00:00.000,1998-03-30 00:00:00.000,1998-03-11 00:00:00.000,Romero y tomillo,28001,Madrid," 1",NULL,Gran Vía
10918,48.83,1998-03-02 00:00:00.000,1998-03-30 00:00:00.000,1998-03-11 00:00:00.000,Bottom-Dollar Markets,Canada,BC,Tsawassen,T2F 8M4,23 Tsawassen Blvd.
10919,19.80,1998-03-02 00:00:00.000,1998-03-30 00:00:00.000,1998-03-04 00:00:00.000,LINO-Delicateses,Venezuela,Nueva Esparta,I. de Margarita,4980,Ave. 5 de Mayo Porlamar
10920,29.61,1998-03-03 00:00:00.000,1998-03-31 00:00:00.000,1998-03-09 00:00:00.000,Around the Horn,UK,Essex,Colchester,CO7 6JX,Brook Farm Stratford St. Mary
10921,176.48,1998-03-03 00:00:00.000,1998-04-14 00:00:00.000,1998-03-09 00:00:00.000,Vaffeljernet,Denmark,NULL,Århus,8200,Smagsloget 45
10922,62.74,1998-03-03 00:00:00.000,1998-03-31 00:00:00.000,1998-03-05 00:00:00.000,Hanari Carnes,05454-876,Rio de Janeiro," 67",RJ,Rua do Paço
10923,68.26,1998-03-03 00:00:00.000,1998-04-14 00:00:00.000,1998-03-13 00:00:00.000,La maison d'Asie,France,NULL,Toulouse,31000,1 rue Alsace-Lorraine
10924,151.52,1998-03-04 00:00:00.000,1998-04-01 00:00:00.000,1998-04-08 00:00:00.000,Berglunds snabbköp,Sweden,NULL,Luleå,S-958 22,Berguvsvägen  8
10925,2.27,1998-03-04 00:00:00.000,1998-04-01 00:00:00.000,1998-03-13 00:00:00.000,Hanari Carnes,05454-876,Rio de Janeiro," 67",RJ,Rua do Paço
10926,39.92,1998-03-04 00:00:00.000,1998-04-01 00:00:00.000,1998-03-11 00:00:00.000,Ana Trujillo Emparedados y helados,Mexico,NULL,México D.F.,05021,Avda. de la Constitución 2222
10927,19.79,1998-03-05 00:00:00.000,1998-04-02 00:00:00.000,1998-04-08 00:00:00.000,La corne d'abondance,78000,Versailles," avenue de l'Europe",NULL,67
10928,1.36,1998-03-05 00:00:00.000,1998-04-02 00:00:00.000,1998-03-18 00:00:00.000,Galería del gastronómo,8022,Barcelona," 23",NULL,Rambla de Cataluña
10929,33.93,1998-03-05 00:00:00.000,1998-04-02 00:00:00.000,1998-03-12 00:00:00.000,Frankenversand,Germany,NULL,München,80805,Berliner Platz 43
10930,15.55,1998-03-06 00:00:00.000,1998-04-17 00:00:00.000,1998-03-18 00:00:00.000,Suprêmes délices,B-6000,Charleroi," 255",NULL,Boulevard Tirou
10931,13.60,1998-03-06 00:00:00.000,1998-03-20 00:00:00.000,1998-03-19 00:00:00.000,Richter Supermarkt,Switzerland,NULL,Genève,1204,Starenweg 5
10932,134.64,1998-03-06 00:00:00.000,1998-04-03 00:00:00.000,1998-03-24 00:00:00.000,Bon app',13008,Marseille," rue des Bouchers",NULL,12
10933,54.15,1998-03-06 00:00:00.000,1998-04-03 00:00:00.000,1998-03-16 00:00:00.000,Island Trading,UK,Isle of Wight,Cowes,PO31 7PJ,Garden House Crowther Way
10934,32.01,1998-03-09 00:00:00.000,1998-04-06 00:00:00.000,1998-03-12 00:00:00.000,Lehmanns Marktstand,Germany,NULL,Frankfurt a.M.,60528,Magazinweg 7
10935,47.59,1998-03-09 00:00:00.000,1998-04-06 00:00:00.000,1998-03-18 00:00:00.000,Wellington Importadora,08737-363,Resende," 12",SP,Rua do Mercado
10936,33.68,1998-03-09 00:00:00.000,1998-04-06 00:00:00.000,1998-03-18 00:00:00.000,Great Lakes Food Market,USA,OR,Eugene,97403,2732 Baker Blvd.
10937,31.51,1998-03-10 00:00:00.000,1998-03-24 00:00:00.000,1998-03-13 00:00:00.000,Cactus Comidas para llevar,Argentina,NULL,Buenos Aires,1010,Cerrito 333
10938,31.89,1998-03-10 00:00:00.000,1998-04-07 00:00:00.000,1998-03-16 00:00:00.000,QUICK-Stop,Germany,NULL,Cunewalde,01307,Taucherstraße 10
10939,76.33,1998-03-10 00:00:00.000,1998-04-07 00:00:00.000,1998-03-13 00:00:00.000,Magazzini Alimentari Riuniti,Italy,NULL,Bergamo,24100,Via Ludovico il Moro 22
10940,19.77,1998-03-11 00:00:00.000,1998-04-08 00:00:00.000,1998-03-23 00:00:00.000,Bon app',13008,Marseille," rue des Bouchers",NULL,12
10941,400.81,1998-03-11 00:00:00.000,1998-04-08 00:00:00.000,1998-03-20 00:00:00.000,Save-a-lot Markets,USA,ID,Boise,83720,187 Suffolk Ln.
10942,17.95,1998-03-11 00:00:00.000,1998-04-08 00:00:00.000,1998-03-18 00:00:00.000,Reggiani Caseifici,Italy,NULL,Reggio Emilia,42100,Strada Provinciale 124
10943,2.17,1998-03-11 00:00:00.000,1998-04-08 00:00:00.000,1998-03-19 00:00:00.000,B's Beverages,UK,NULL,London,EC2 5NT,Fauntleroy Circus
10944,52.92,1998-03-12 00:00:00.000,1998-03-26 00:00:00.000,1998-03-13 00:00:00.000,Bottom-Dollar Markets,Canada,BC,Tsawassen,T2F 8M4,23 Tsawassen Blvd.
10945,10.22,1998-03-12 00:00:00.000,1998-04-09 00:00:00.000,1998-03-18 00:00:00.000,Morgenstern Gesundkost,Germany,NULL,Leipzig,04179,Heerstr. 22
10946,27.20,1998-03-12 00:00:00.000,1998-04-09 00:00:00.000,1998-03-19 00:00:00.000,Vaffeljernet,Denmark,NULL,Århus,8200,Smagsloget 45
10947,3.26,1998-03-13 00:00:00.000,1998-04-10 00:00:00.000,1998-03-16 00:00:00.000,B's Beverages,UK,NULL,London,EC2 5NT,Fauntleroy Circus
10948,23.39,1998-03-13 00:00:00.000,1998-04-10 00:00:00.000,1998-03-19 00:00:00.000,Godos Cocina Típica,41101,Sevilla," 33",NULL,C/ Romero
10949,74.44,1998-03-13 00:00:00.000,1998-04-10 00:00:00.000,1998-03-17 00:00:00.000,Bottom-Dollar Markets,Canada,BC,Tsawassen,T2F 8M4,23 Tsawassen Blvd.
10950,2.50,1998-03-16 00:00:00.000,1998-04-13 00:00:00.000,1998-03-23 00:00:00.000,Magazzini Alimentari Riuniti,Italy,NULL,Bergamo,24100,Via Ludovico il Moro 22
10951,30.85,1998-03-16 00:00:00.000,1998-04-27 00:00:00.000,1998-04-07 00:00:00.000,Richter Supermarkt,Switzerland,NULL,Genève,1204,Starenweg 5
10952,40.42,1998-03-16 00:00:00.000,1998-04-27 00:00:00.000,1998-03-24 00:00:00.000,Alfred's Futterkiste,Germany,NULL,Berlin,12209,Obere Str. 57
10953,23.72,1998-03-16 00:00:00.000,1998-03-30 00:00:00.000,1998-03-25 00:00:00.000,Around the Horn,UK,Essex,Colchester,CO7 6JX,Brook Farm Stratford St. Mary
10954,27.91,1998-03-17 00:00:00.000,1998-04-28 00:00:00.000,1998-03-20 00:00:00.000,LINO-Delicateses,Venezuela,Nueva Esparta,I. de Margarita,4980,Ave. 5 de Mayo Porlamar
10955,3.26,1998-03-17 00:00:00.000,1998-04-14 00:00:00.000,1998-03-20 00:00:00.000,Folk och fä HB,Sweden,NULL,Bräcke,S-844 67,Åkergatan 24
10956,44.65,1998-03-17 00:00:00.000,1998-04-28 00:00:00.000,1998-03-20 00:00:00.000,Blauer See Delikatessen,Germany,NULL,Mannheim,68306,Forsterstr. 57
10957,105.36,1998-03-18 00:00:00.000,1998-04-15 00:00:00.000,1998-03-27 00:00:00.000,HILARION-Abastos,Venezuela,Táchira,San Cristóbal,5022,Carrera 22 con Ave. Carlos Soublette #8-35
10958,49.56,1998-03-18 00:00:00.000,1998-04-15 00:00:00.000,1998-03-27 00:00:00.000,Océano Atlántico Ltda.,Argentina,NULL,Buenos Aires,1010,Ing. Gustavo Moncada 8585 Piso 20-A
10959,4.98,1998-03-18 00:00:00.000,1998-04-29 00:00:00.000,1998-03-23 00:00:00.000,Gourmet Lanchonetes,04876-786,Campinas," 442",SP,Av. Brasil
10960,2.08,1998-03-19 00:00:00.000,1998-04-02 00:00:00.000,1998-04-08 00:00:00.000,HILARION-Abastos,Venezuela,Táchira,San Cristóbal,5022,Carrera 22 con Ave. Carlos Soublette #8-35
10961,104.47,1998-03-19 00:00:00.000,1998-04-16 00:00:00.000,1998-03-30 00:00:00.000,Queen Cozinha,05487-020,Sao Paulo," 891",SP,Alameda dos Canàrios
10962,275.79,1998-03-19 00:00:00.000,1998-04-16 00:00:00.000,1998-03-23 00:00:00.000,QUICK-Stop,Germany,NULL,Cunewalde,01307,Taucherstraße 10
10963,2.70,1998-03-19 00:00:00.000,1998-04-16 00:00:00.000,1998-03-26 00:00:00.000,Furia Bacalhau e Frutos do Mar,Portugal,NULL,Lisboa,1675,Jardim das rosas n. 32
10964,87.38,1998-03-20 00:00:00.000,1998-04-17 00:00:00.000,1998-03-24 00:00:00.000,Spécialités du monde,75016,Paris," rue Lauriston",NULL,25
10965,144.38,1998-03-20 00:00:00.000,1998-04-17 00:00:00.000,1998-03-30 00:00:00.000,Old World Delicatessen,USA,AK,Anchorage,99508,2743 Bering St.
10966,27.19,1998-03-20 00:00:00.000,1998-04-17 00:00:00.000,1998-04-08 00:00:00.000,Chop-suey Chinese,Switzerland,NULL,Bern,3012,Hauptstr. 31
10967,62.22,1998-03-23 00:00:00.000,1998-04-20 00:00:00.000,1998-04-02 00:00:00.000,Toms Spezialitäten,Germany,NULL,Münster,44087,Luisenstr. 48
10968,74.60,1998-03-23 00:00:00.000,1998-04-20 00:00:00.000,1998-04-01 00:00:00.000,Ernst Handel,Austria,NULL,Graz,8010,Kirchgasse 6
10969,0.21,1998-03-23 00:00:00.000,1998-04-20 00:00:00.000,1998-03-30 00:00:00.000,Comércio Mineiro,05432-043,Sao Paulo," 23",SP,Av. dos Lusíadas
10970,16.16,1998-03-24 00:00:00.000,1998-04-07 00:00:00.000,1998-04-24 00:00:00.000,Bólido Comidas preparadas,28023,Madrid," 67",NULL,C/ Araquil
10971,121.82,1998-03-24 00:00:00.000,1998-04-21 00:00:00.000,1998-04-02 00:00:00.000,France restauration,44000,Nantes," rue Royale",NULL,54
10972,0.02,1998-03-24 00:00:00.000,1998-04-21 00:00:00.000,1998-03-26 00:00:00.000,La corne d'abondance,78000,Versailles," avenue de l'Europe",NULL,67
10973,15.17,1998-03-24 00:00:00.000,1998-04-21 00:00:00.000,1998-03-27 00:00:00.000,La corne d'abondance,78000,Versailles," avenue de l'Europe",NULL,67
10974,12.96,1998-03-25 00:00:00.000,1998-04-08 00:00:00.000,1998-04-03 00:00:00.000,Split Rail Beer & Ale,USA,WY,Lander,82520,P.O. Box 555
10975,32.27,1998-03-25 00:00:00.000,1998-04-22 00:00:00.000,1998-03-27 00:00:00.000,Bottom-Dollar Markets,Canada,BC,Tsawassen,T2F 8M4,23 Tsawassen Blvd.
10976,37.97,1998-03-25 00:00:00.000,1998-05-06 00:00:00.000,1998-04-03 00:00:00.000,HILARION-Abastos,Venezuela,Táchira,San Cristóbal,5022,Carrera 22 con Ave. Carlos Soublette #8-35
10977,208.50,1998-03-26 00:00:00.000,1998-04-23 00:00:00.000,1998-04-10 00:00:00.000,Folk och fä HB,Sweden,NULL,Bräcke,S-844 67,Åkergatan 24
10978,32.82,1998-03-26 00:00:00.000,1998-04-23 00:00:00.000,1998-04-23 00:00:00.000,Maison Dewey,Belgium,NULL,Bruxelles,B-1180,Rue Joseph-Bens 532
10979,353.07,1998-03-26 00:00:00.000,1998-04-23 00:00:00.000,1998-03-31 00:00:00.000,Ernst Handel,Austria,NULL,Graz,8010,Kirchgasse 6
10980,1.26,1998-03-27 00:00:00.000,1998-05-08 00:00:00.000,1998-04-17 00:00:00.000,Folk och fä HB,Sweden,NULL,Bräcke,S-844 67,Åkergatan 24
10981,193.37,1998-03-27 00:00:00.000,1998-04-24 00:00:00.000,1998-04-02 00:00:00.000,Hanari Carnes,05454-876,Rio de Janeiro," 67",RJ,Rua do Paço
10982,14.01,1998-03-27 00:00:00.000,1998-04-24 00:00:00.000,1998-04-08 00:00:00.000,Bottom-Dollar Markets,Canada,BC,Tsawassen,T2F 8M4,23 Tsawassen Blvd.
10983,657.54,1998-03-27 00:00:00.000,1998-04-24 00:00:00.000,1998-04-06 00:00:00.000,Save-a-lot Markets,USA,ID,Boise,83720,187 Suffolk Ln.
10984,211.22,1998-03-30 00:00:00.000,1998-04-27 00:00:00.000,1998-04-03 00:00:00.000,Save-a-lot Markets,USA,ID,Boise,83720,187 Suffolk Ln.
10985,91.51,1998-03-30 00:00:00.000,1998-04-27 00:00:00.000,1998-04-02 00:00:00.000,Hungry Owl All-Night Grocers,Ireland,Co. Cork,Cork,NULL,8 Johnstown Road
10986,217.86,1998-03-30 00:00:00.000,1998-04-27 00:00:00.000,1998-04-21 00:00:00.000,Océano Atlántico Ltda.,Argentina,NULL,Buenos Aires,1010,Ing. Gustavo Moncada 8585 Piso 20-A
10987,185.48,1998-03-31 00:00:00.000,1998-04-28 00:00:00.000,1998-04-06 00:00:00.000,Eastern Connection,UK,NULL,London,WX3 6FW,35 King George
10988,61.14,1998-03-31 00:00:00.000,1998-04-28 00:00:00.000,1998-04-10 00:00:00.000,Rattlesnake Canyon Grocery,USA,NM,Albuquerque,87110,2817 Milton Dr.
10989,34.76,1998-03-31 00:00:00.000,1998-04-28 00:00:00.000,1998-04-02 00:00:00.000,Que Delícia,02389-673,Rio de Janeiro," 12",RJ,Rua da Panificadora
10990,117.61,1998-04-01 00:00:00.000,1998-05-13 00:00:00.000,1998-04-07 00:00:00.000,Ernst Handel,Austria,NULL,Graz,8010,Kirchgasse 6
10991,38.51,1998-04-01 00:00:00.000,1998-04-29 00:00:00.000,1998-04-07 00:00:00.000,QUICK-Stop,Germany,NULL,Cunewalde,01307,Taucherstraße 10
10992,4.27,1998-04-01 00:00:00.000,1998-04-29 00:00:00.000,1998-04-03 00:00:00.000,The Big Cheese,USA,OR,Portland,97201,89 Jefferson Way Suite 2
10993,8.81,1998-04-01 00:00:00.000,1998-04-29 00:00:00.000,1998-04-10 00:00:00.000,Folk och fä HB,Sweden,NULL,Bräcke,S-844 67,Åkergatan 24
10994,65.53,1998-04-02 00:00:00.000,1998-04-16 00:00:00.000,1998-04-09 00:00:00.000,Vaffeljernet,Denmark,NULL,Århus,8200,Smagsloget 45
10995,46.00,1998-04-02 00:00:00.000,1998-04-30 00:00:00.000,1998-04-06 00:00:00.000,Pericles Comidas clásicas,Mexico,NULL,México D.F.,05033,Calle Dr. Jorge Cash 321
10996,1.12,1998-04-02 00:00:00.000,1998-04-30 00:00:00.000,1998-04-10 00:00:00.000,QUICK-Stop,Germany,NULL,Cunewalde,01307,Taucherstraße 10
10997,73.91,1998-04-03 00:00:00.000,1998-05-15 00:00:00.000,1998-04-13 00:00:00.000,LILA-Supermercado,Venezuela,Lara,Barquisimeto,3508,Carrera 52 con Ave. Bolívar #65-98 Llano Largo
10998,20.31,1998-04-03 00:00:00.000,1998-04-17 00:00:00.000,1998-04-17 00:00:00.000,Wolski Zajazd,Poland,NULL,Warszawa,01-012,ul. Filtrowa 68
10999,96.35,1998-04-03 00:00:00.000,1998-05-01 00:00:00.000,1998-04-10 00:00:00.000,Ottilies Käseladen,Germany,NULL,Köln,50739,Mehrheimerstr. 369
11000,55.12,1998-04-06 00:00:00.000,1998-05-04 00:00:00.000,1998-04-14 00:00:00.000,Rattlesnake Canyon Grocery,USA,NM,Albuquerque,87110,2817 Milton Dr.
11001,197.30,1998-04-06 00:00:00.000,1998-05-04 00:00:00.000,1998-04-14 00:00:00.000,Folk och fä HB,Sweden,NULL,Bräcke,S-844 67,Åkergatan 24
11002,141.16,1998-04-06 00:00:00.000,1998-05-04 00:00:00.000,1998-04-16 00:00:00.000,Save-a-lot Markets,USA,ID,Boise,83720,187 Suffolk Ln.
11003,14.91,1998-04-06 00:00:00.000,1998-05-04 00:00:00.000,1998-04-08 00:00:00.000,The Cracker Box,USA,MT,Butte,59801,55 Grizzly Peak Rd.
11004,44.84,1998-04-07 00:00:00.000,1998-05-05 00:00:00.000,1998-04-20 00:00:00.000,Maison Dewey,Belgium,NULL,Bruxelles,B-1180,Rue Joseph-Bens 532
11005,0.75,1998-04-07 00:00:00.000,1998-05-05 00:00:00.000,1998-04-10 00:00:00.000,Wilman Kala,Finland,NULL,Helsinki,21240,Keskuskatu 45
11006,25.19,1998-04-07 00:00:00.000,1998-05-05 00:00:00.000,1998-04-15 00:00:00.000,Great Lakes Food Market,USA,OR,Eugene,97403,2732 Baker Blvd.
11007,202.24,1998-04-08 00:00:00.000,1998-05-06 00:00:00.000,1998-04-13 00:00:00.000,Princesa Isabel Vinhos,Portugal,NULL,Lisboa,1756,Estrada da saúde n. 58
11008,79.46,1998-04-08 00:00:00.000,1998-05-06 00:00:00.000,NULL,Ernst Handel,Austria,NULL,Graz,8010,Kirchgasse 6
11009,59.11,1998-04-08 00:00:00.000,1998-05-06 00:00:00.000,1998-04-10 00:00:00.000,Godos Cocina Típica,41101,Sevilla," 33",NULL,C/ Romero
11010,28.71,1998-04-09 00:00:00.000,1998-05-07 00:00:00.000,1998-04-21 00:00:00.000,Reggiani Caseifici,Italy,NULL,Reggio Emilia,42100,Strada Provinciale 124
11011,1.21,1998-04-09 00:00:00.000,1998-05-07 00:00:00.000,1998-04-13 00:00:00.000,Alfred's Futterkiste,Germany,NULL,Berlin,12209,Obere Str. 57
11012,242.95,1998-04-09 00:00:00.000,1998-04-23 00:00:00.000,1998-04-17 00:00:00.000,Frankenversand,Germany,NULL,München,80805,Berliner Platz 43
11013,32.99,1998-04-09 00:00:00.000,1998-05-07 00:00:00.000,1998-04-10 00:00:00.000,Romero y tomillo,28001,Madrid," 1",NULL,Gran Vía
11014,23.60,1998-04-10 00:00:00.000,1998-05-08 00:00:00.000,1998-04-15 00:00:00.000,LINO-Delicateses,Venezuela,Nueva Esparta,I. de Margarita,4980,Ave. 5 de Mayo Porlamar
11015,4.62,1998-04-10 00:00:00.000,1998-04-24 00:00:00.000,1998-04-20 00:00:00.000,Santé Gourmet,Norway,NULL,Stavern,4110,Erling Skakkes gate 78
11016,33.80,1998-04-10 00:00:00.000,1998-05-08 00:00:00.000,1998-04-13 00:00:00.000,Around the Horn,UK,Essex,Colchester,CO7 6JX,Brook Farm Stratford St. Mary
11017,754.26,1998-04-13 00:00:00.000,1998-05-11 00:00:00.000,1998-04-20 00:00:00.000,Ernst Handel,Austria,NULL,Graz,8010,Kirchgasse 6
11018,11.65,1998-04-13 00:00:00.000,1998-05-11 00:00:00.000,1998-04-16 00:00:00.000,Lonesome Pine Restaurant,USA,OR,Portland,97219,89 Chiaroscuro Rd.
11019,3.17,1998-04-13 00:00:00.000,1998-05-11 00:00:00.000,NULL,Rancho grande,Argentina,NULL,Buenos Aires,1010,Av. del Libertador 900
11020,43.30,1998-04-14 00:00:00.000,1998-05-12 00:00:00.000,1998-04-16 00:00:00.000,Ottilies Käseladen,Germany,NULL,Köln,50739,Mehrheimerstr. 369
11021,297.18,1998-04-14 00:00:00.000,1998-05-12 00:00:00.000,1998-04-21 00:00:00.000,QUICK-Stop,Germany,NULL,Cunewalde,01307,Taucherstraße 10
11022,6.27,1998-04-14 00:00:00.000,1998-05-12 00:00:00.000,1998-05-04 00:00:00.000,Hanari Carnes,05454-876,Rio de Janeiro," 67",RJ,Rua do Paço
11023,123.83,1998-04-14 00:00:00.000,1998-04-28 00:00:00.000,1998-04-24 00:00:00.000,B's Beverages,UK,NULL,London,EC2 5NT,Fauntleroy Circus
11024,74.36,1998-04-15 00:00:00.000,1998-05-13 00:00:00.000,1998-04-20 00:00:00.000,Eastern Connection,UK,NULL,London,WX3 6FW,35 King George
11025,29.17,1998-04-15 00:00:00.000,1998-05-13 00:00:00.000,1998-04-24 00:00:00.000,Wartian Herkku,Finland,NULL,Oulu,90110,Torikatu 38
11026,47.09,1998-04-15 00:00:00.000,1998-05-13 00:00:00.000,1998-04-28 00:00:00.000,Franchi S.p.A.,Italy,NULL,Torino,10100,Via Monte Bianco 34
11027,52.52,1998-04-16 00:00:00.000,1998-05-14 00:00:00.000,1998-04-20 00:00:00.000,Bottom-Dollar Markets,Canada,BC,Tsawassen,T2F 8M4,23 Tsawassen Blvd.
11028,29.59,1998-04-16 00:00:00.000,1998-05-14 00:00:00.000,1998-04-22 00:00:00.000,Königlich Essen,Germany,NULL,Brandenburg,14776,Maubelstr. 90
11029,47.84,1998-04-16 00:00:00.000,1998-05-14 00:00:00.000,1998-04-27 00:00:00.000,Chop-suey Chinese,Switzerland,NULL,Bern,3012,Hauptstr. 31
11030,830.75,1998-04-17 00:00:00.000,1998-05-15 00:00:00.000,1998-04-27 00:00:00.000,Save-a-lot Markets,USA,ID,Boise,83720,187 Suffolk Ln.
11031,227.22,1998-04-17 00:00:00.000,1998-05-15 00:00:00.000,1998-04-24 00:00:00.000,Save-a-lot Markets,USA,ID,Boise,83720,187 Suffolk Ln.
11032,606.19,1998-04-17 00:00:00.000,1998-05-15 00:00:00.000,1998-04-23 00:00:00.000,White Clover Markets,USA,WA,Seattle,98124,1029 - 12th Ave. S.
11033,84.74,1998-04-17 00:00:00.000,1998-05-15 00:00:00.000,1998-04-23 00:00:00.000,Richter Supermarkt,Switzerland,NULL,Genève,1204,Starenweg 5
11034,40.32,1998-04-20 00:00:00.000,1998-06-01 00:00:00.000,1998-04-27 00:00:00.000,Old World Delicatessen,USA,AK,Anchorage,99508,2743 Bering St.
11035,0.17,1998-04-20 00:00:00.000,1998-05-18 00:00:00.000,1998-04-24 00:00:00.000,Suprêmes délices,B-6000,Charleroi," 255",NULL,Boulevard Tirou
11036,149.47,1998-04-20 00:00:00.000,1998-05-18 00:00:00.000,1998-04-22 00:00:00.000,Drachenblut Delikatessen,Germany,NULL,Aachen,52066,Walserweg 21
11037,3.20,1998-04-21 00:00:00.000,1998-05-19 00:00:00.000,1998-04-27 00:00:00.000,Godos Cocina Típica,41101,Sevilla," 33",NULL,C/ Romero
11038,29.59,1998-04-21 00:00:00.000,1998-05-19 00:00:00.000,1998-04-30 00:00:00.000,Suprêmes délices,B-6000,Charleroi," 255",NULL,Boulevard Tirou
11039,65.00,1998-04-21 00:00:00.000,1998-05-19 00:00:00.000,NULL,LINO-Delicateses,Venezuela,Nueva Esparta,I. de Margarita,4980,Ave. 5 de Mayo Porlamar
11040,18.84,1998-04-22 00:00:00.000,1998-05-20 00:00:00.000,NULL,Great Lakes Food Market,USA,OR,Eugene,97403,2732 Baker Blvd.
11041,48.22,1998-04-22 00:00:00.000,1998-05-20 00:00:00.000,1998-04-28 00:00:00.000,Chop-suey Chinese,Switzerland,NULL,Bern,3012,Hauptstr. 31
11042,29.99,1998-04-22 00:00:00.000,1998-05-06 00:00:00.000,1998-05-01 00:00:00.000,Comércio Mineiro,05432-043,Sao Paulo," 23",SP,Av. dos Lusíadas
11043,8.80,1998-04-22 00:00:00.000,1998-05-20 00:00:00.000,1998-04-29 00:00:00.000,Spécialités du monde,75016,Paris," rue Lauriston",NULL,25
11044,8.72,1998-04-23 00:00:00.000,1998-05-21 00:00:00.000,1998-05-01 00:00:00.000,Wolski Zajazd,Poland,NULL,Warszawa,01-012,ul. Filtrowa 68
11045,70.58,1998-04-23 00:00:00.000,1998-05-21 00:00:00.000,NULL,Bottom-Dollar Markets,Canada,BC,Tsawassen,T2F 8M4,23 Tsawassen Blvd.
11046,71.64,1998-04-23 00:00:00.000,1998-05-21 00:00:00.000,1998-04-24 00:00:00.000,Die Wandernde Kuh,Germany,NULL,Stuttgart,70563,Adenauerallee 900
11047,46.62,1998-04-24 00:00:00.000,1998-05-22 00:00:00.000,1998-05-01 00:00:00.000,Eastern Connection,UK,NULL,London,WX3 6FW,35 King George
11048,24.12,1998-04-24 00:00:00.000,1998-05-22 00:00:00.000,1998-04-30 00:00:00.000,Bottom-Dollar Markets,Canada,BC,Tsawassen,T2F 8M4,23 Tsawassen Blvd.
11049,8.34,1998-04-24 00:00:00.000,1998-05-22 00:00:00.000,1998-05-04 00:00:00.000,Gourmet Lanchonetes,04876-786,Campinas," 442",SP,Av. Brasil
11050,59.41,1998-04-27 00:00:00.000,1998-05-25 00:00:00.000,1998-05-05 00:00:00.000,Folk och fä HB,Sweden,NULL,Bräcke,S-844 67,Åkergatan 24
11051,2.79,1998-04-27 00:00:00.000,1998-05-25 00:00:00.000,NULL,La maison d'Asie,France,NULL,Toulouse,31000,1 rue Alsace-Lorraine
11052,67.26,1998-04-27 00:00:00.000,1998-05-25 00:00:00.000,1998-05-01 00:00:00.000,Hanari Carnes,05454-876,Rio de Janeiro," 67",RJ,Rua do Paço
11053,53.05,1998-04-27 00:00:00.000,1998-05-25 00:00:00.000,1998-04-29 00:00:00.000,Piccolo und mehr,Austria,NULL,Salzburg,5020,Geislweg 14
11054,0.33,1998-04-28 00:00:00.000,1998-05-26 00:00:00.000,NULL,Cactus Comidas para llevar,Argentina,NULL,Buenos Aires,1010,Cerrito 333
11055,120.92,1998-04-28 00:00:00.000,1998-05-26 00:00:00.000,1998-05-05 00:00:00.000,HILARION-Abastos,Venezuela,Táchira,San Cristóbal,5022,Carrera 22 con Ave. Carlos Soublette #8-35
11056,278.96,1998-04-28 00:00:00.000,1998-05-12 00:00:00.000,1998-05-01 00:00:00.000,Eastern Connection,UK,NULL,London,WX3 6FW,35 King George
11057,4.13,1998-04-29 00:00:00.000,1998-05-27 00:00:00.000,1998-05-01 00:00:00.000,North/South,UK,NULL,London,SW7 1RZ,South House 300 Queensbridge
11058,31.14,1998-04-29 00:00:00.000,1998-05-27 00:00:00.000,NULL,Blauer See Delikatessen,Germany,NULL,Mannheim,68306,Forsterstr. 57
11059,85.80,1998-04-29 00:00:00.000,1998-06-10 00:00:00.000,NULL,Ricardo Adocicados,02389-890,Rio de Janeiro," 267",RJ,Av. Copacabana
11060,10.98,1998-04-30 00:00:00.000,1998-05-28 00:00:00.000,1998-05-04 00:00:00.000,Franchi S.p.A.,Italy,NULL,Torino,10100,Via Monte Bianco 34
11061,14.01,1998-04-30 00:00:00.000,1998-06-11 00:00:00.000,NULL,Great Lakes Food Market,USA,OR,Eugene,97403,2732 Baker Blvd.
11062,29.93,1998-04-30 00:00:00.000,1998-05-28 00:00:00.000,NULL,Reggiani Caseifici,Italy,NULL,Reggio Emilia,42100,Strada Provinciale 124
11063,81.73,1998-04-30 00:00:00.000,1998-05-28 00:00:00.000,1998-05-06 00:00:00.000,Hungry Owl All-Night Grocers,Ireland,Co. Cork,Cork,NULL,8 Johnstown Road
